w	ri
390.857971	0.146189559506285
390.641266	0.18888008153097
390.424591	0.199562148492055
390.207947	0.0961386026497565
389.991303	0.177405352357226
389.774658	0.210244215453139
389.558044	0.18642660325369
389.341461	0.128939719926018
389.124847	0.109236402068471
388.908295	0.119918469029555
388.691742	0.203676442833956
388.475189	0.218435058317291
388.258667	0.197108670214774
388.042145	0.144566489261314
387.825653	0.204469105046616
387.609161	0.187257011286
387.3927	0.233231419620277
387.176239	0.265239874683879
386.959808	0.238968784207149
386.743378	0.24142226248443
386.526947	0.235684897897558
386.310577	0.205299513078927
386.094177	0.247990035103612
385.877808	0.293964443437889
385.661469	0.300532216057072
385.445129	0.249650851168233
385.22879	0.251273921413203
385.012482	0.302985694334352
384.796204	0.304646510398973
384.579926	0.243875740761711
384.363648	0.34979051070094
384.1474	0.307930396708565
383.931152	0.278375419922244
383.714935	0.310383874985845
383.498749	0.345676216359038
383.282562	0.289850149095988
383.066376	0.334201487185294
382.85022	0.348960102668629
382.634064	0.348167440455969
382.417938	0.348167440455969
382.201813	0.387574076171064
381.985718	0.311214283018156
381.769623	0.362095647906994
381.553558	0.364586872003926
381.337494	0.413014758615483
381.121429	0.399879213377118
380.905426	0.397425735099838
380.689392	0.48442984939418
380.473389	0.445023213679085
380.257416	0.440116257124523
380.041443	0.54025591665723
379.8255	0.488544143736081
379.609558	0.452421394330578
379.393616	0.490997622013362
379.177704	0.523836485109274
378.961822	0.477862076774997
378.745941	0.559128826482467
378.53006	0.545993281244102
378.314209	0.525459555354244
378.098389	0.59525157588797
377.882538	0.636319027667686
377.666748	0.54025591665723
377.450958	0.554221869927905
377.235168	0.64779375684143
377.019409	0.560789642547088
376.80365	0.653531121428302
376.587921	0.602649756539463
376.372192	0.596081983920281
376.156494	0.667497074698977
375.940796	0.708564526478693
375.725128	0.677348733627751
375.50946	0.740572981542294
375.293823	0.773411844638206
375.078186	0.670780961008568
374.862579	0.643679462499528
374.646973	0.759445891367531
374.431397	0.737289095232703
374.21582	0.808704186011399
374.000275	0.763560185709433
373.784729	0.788170460121542
373.569183	0.752878118748349
373.353699	0.775034914883177
373.138184	0.814441550598271
372.922699	0.86536066130676
372.707245	0.817725436907862
372.491791	0.840712641075001
372.276337	0.902313818744574
372.060913	0.821839731249764
371.84552	0.824293209527045
371.630127	0.8924621598158
371.414734	0.825954025591666
371.199371	0.848941229758804
370.984039	0.9203563205375
370.768707	0.889178273506209
370.553375	0.912127731853697
370.338074	0.908051183331446
370.122772	1
369.907501	0.878496206545125
369.692261	0.91952591250519
369.47702	0.913788547918318
369.26178	0.914618955950628
369.04657	0.926093685124373
368.83136	0.854678594345676
368.61618	0.883403163099687
368.401001	0.934322273808176
368.185852	0.877665798512815
367.970703	0.858792888687578
367.755585	0.911335069641037
367.540466	0.901483410712264
367.325378	0.83663609255275
367.110291	0.861246366964859
366.895233	0.798852527082626
366.680176	0.818555844940173
366.465149	0.759445891367531
366.250122	0.801306005359906
366.035126	0.67489525535047
365.820129	0.717585777375156
365.605164	0.655191937492923
365.390198	0.658475823802514
365.175262	0.643679462499528
364.960327	0.546823689276413
364.745392	0.545162873211792
364.530487	0.504133167251727
364.315613	0.463103461291662
364.100738	0.435171554750311
363.885895	0.436832370814932
363.671051	0.387574076171064
363.456207	0.373608122900389
363.241394	0.301362624089382
363.026611	0.318612463669649
362.811829	0.332540671120673
362.597076	0.332540671120673
362.382324	0.262786396406598
362.167572	0.223379760691503
361.95285	0.175744536292606
361.738159	0.220888536594572
361.523468	0.2151511720077
361.308777	0.153587740157778
361.094116	0.138791378854792
360.879486	0.16098592080927
360.664856	0.132223606235609
360.450226	0.116634582719964
360.235626	0.13388442230023
360.021027	0.0714905824179972
359.806458	0.125655833616427
359.591919	0.114181104442683
359.37738	0.109236402068471
359.162842	0.0649228097988148
358.948334	0.0600158532442532
358.733826	0.0698675121730268
358.519348	0.0501641943154796
358.304901	0.0361982410448043
358.090454	0.0304608764579323
357.876007	0.0189484014645378
357.661591	0.0238931038387499
357.447174	0.0320839467029027
357.232788	0.0583550371796324
357.018402	0.00169856188427132
356.804047	0.0575246291473219
356.589722	0.0189484014645378
356.375366	0.0805118333144604
356.161072	0.0353678330124939
355.946777	0.010757558600385
355.732483	0.0148341071226362
355.518219	0.0468803080058883
355.303955	0.0329143547352131
355.089722	0.0329143547352131
