300.00	8.6555201050942E-7
301.00	8.4573497360907E-7
302.00	8.2591799355214E-7
303.00	9.2028602693972E-7
304.00	7.7314899726844E-7
305.00	1.0000000133514E-10
306.00	2.933510074854E-7
307.00	2.3607300647654E-7
308.00	1.0000000133514E-10
309.00	3.8059798868062E-8
310.00	6.7006499193667E-7
311.00	1.0000000133514E-10
312.00	4.0598300188321E-7
313.00	1.0000000133514E-10
314.00	7.7558701150338E-7
315.00	6.8383002371775E-7
316.00	1.0881999514822E-6
317.00	1.2077299516022E-7
318.00	1.386620027688E-7
319.00	2.5682700410812E-8
320.00	1.035279979078E-6
321.00	1.0000000133514E-10
322.00	5.2618997870013E-7
323.00	2.1417399409529E-7
324.00	1.0787100563903E-6
325.00	1.0000000133514E-10
326.00	5.4438601182483E-7
327.00	5.9314101008567E-7
328.00	2.7030100113734E-7
329.00	5.5210898608493E-7
330.00	3.5602201364782E-7
331.00	2.9249000021991E-7
332.00	6.8417597276493E-7
333.00	7.2491201308367E-7
334.00	1.0000000133514E-10
335.00	4.7080999365789E-7
336.00	5.9226601933915E-7
337.00	4.5892301159256E-7
338.00	1.3392799473877E-6
339.00	1.2763599670507E-6
340.00	2.9802199605911E-6
341.00	4.8937499741442E-6
342.00	9.3413600552594E-6
343.00	1.6649999452056E-5
344.00	3.2758198358351E-5
345.00	5.123469964019E-5
346.00	6.1346698203124E-5
347.00	4.4920798245585E-5
348.00	2.0507599401753E-5
349.00	1.0724000276241E-5
350.00	6.5706299210433E-6
351.00	4.6547897909477E-6
352.00	2.8710599053738E-6
353.00	1.0634799991749E-6
354.00	5.2810702300121E-7
355.00	5.9470698943187E-7
356.00	8.8274299514524E-7
357.00	6.4740902416816E-7
358.00	5.8842999806075E-7
359.00	7.1456497607869E-7
360.00	4.1367499648004E-7
361.00	7.7101702800064E-7
362.00	3.2022501272877E-7
363.00	3.0638901193925E-7
364.00	9.9452097401809E-7
365.00	1.2206500059619E-6
366.00	1.2313599881963E-6
367.00	1.6616099856037E-6
368.00	3.6991200431657E-6
369.00	1.3501499779522E-5
370.00	2.298370054632E-5
371.00	2.2617199647357E-5
372.00	3.3254298614338E-5
373.00	0.00010577899956843
374.00	0.00047632999485359
375.00	0.00072724098572508
376.00	0.00083410600200295
377.00	0.0041961101815104
378.00	0.072717003524303
379.00	0.045178901404142
380.00	0.021754799410701
381.00	0.033291600644588
382.00	0.029019299894571
383.00	0.05088059976697
384.00	0.22938999533653
385.00	0.043644499033689
386.00	0.020794799551368
387.00	0.019621100276709
388.00	0.045012999325991
389.00	0.13991099596024
390.00	0.24977800250053
391.00	0.39548400044441
392.00	0.25624200701714
393.00	0.058844901621342
394.00	0.028111100196838
395.00	0.027117000892758
396.00	0.048753399401903
397.00	0.17037899792194
398.00	0.56941598653793
399.00	0.72846901416779
400.00	0.43149200081825
401.00	0.12885800004005
402.00	0.0605836994946
403.00	0.041101101785898
404.00	0.044770799577236
405.00	0.074073202908039
406.00	0.15393300354481
407.00	0.28236499428749
408.00	0.45171600580215
409.00	0.6065040230751
410.00	0.30173000693321
411.00	0.13538700342178
412.00	0.075089797377586
413.00	0.061841499060392
414.00	0.067491300404072
415.00	0.08437280356884
416.00	0.10899399966002
417.00	0.14990699291229
418.00	0.2588329911232
419.00	0.48883900046349
420.00	0.47333100438118
421.00	0.22742199897766
422.00	0.11772599816322
423.00	0.080774903297424
424.00	0.067596301436424
425.00	0.063806600868702
426.00	0.067074000835419
427.00	0.08189369738102
428.00	0.12532299757004
429.00	0.26618000864983
430.00	0.55588102340698
431.00	0.45803600549698
432.00	0.20744200050831
433.00	0.10568600147963
434.00	0.067890502512455
435.00	0.051568400114775
436.00	0.045217201113701
437.00	0.047275200486183
438.00	0.06229529902339
439.00	0.11608199775219
440.00	0.34131398797035
441.00	0.60202497243881
442.00	0.25458300113678
443.00	0.11425299942493
444.00	0.062371999025345
445.00	0.043264199048281
446.00	0.03634100034833
447.00	0.038114801049232
448.00	0.057779099792242
449.00	0.17214600741863
450.00	0.44519901275635
451.00	0.097122602164745
452.00	0.043134100735188
453.00	0.020521599799395
454.00	0.015153500251472
455.00	0.015819700434804
456.00	0.035947501659393
